Id,Prediction
85872970,1
56607998,1
121095315,1
62938701,1
92844371,1
72478268,1
21471792,1
22611675,1
92467816,1
39136803,1
91381231,1
48212092,1
109864072,1
54111123,1
163435666,1
18545448,1
43483485,1
47930600,1
43546114,1
109739801,1
48939689,1
26573710,1
97157591,1
101137772,1
75213007,1
49382764,1
124053978,1
51469433,1
25760372,1
89587857,1
89535661,1
22045186,1
24636799,1
117025116,1
53682957,1
42661708,1
82461963,1
14195044,1
89927876,1
22851532,1
72204708,1
100856868,1
22946365,1
112381696,1
56009720,1
5513162,1
25879439,1
105118635,1
135720994,1
98168580,1
77798407,1
115401130,1
115442332,1
15460162,1
34511775,1
136695983,1
127316929,1
121742163,1
105824424,1
91924390,1
90843229,1
25972090,1
66749548,1
105506414,1
71327612,1
20832867,1
14421141,1
15497480,1
60102821,1
35254741,1
35047289,1
59916179,1
12511062,1
145549942,1
129898740,1
71211896,1
67397394,1
115854241,1
97177958,1
86744619,1
72639911,1
148877728,1
103866936,1
85346620,1
96080779,1
78816516,1
12738932,1
100017673,1
15435035,1
60703981,1
142377646,1
162882623,1
35927268,1
15326798,1
25673529,1
87340789,1
101232119,1
10403272,1
25570502,1
23032907,1
108467095,1
107678072,1
16061163,1
84909945,1
24558787,1
109565189,1
77724849,1
88038846,1
119786322,1
24492588,1
90296182,1
14962906,1
121904777,1
19420935,1
110816864,1
109712527,1
55120575,1
72942049,1
86973454,1
141088494,1
54058066,1
58008645,1
60514018,1
129152959,1
56613309,1
150803781,1
61527954,1
53229896,1
26953640,1
156057893,1
121614300,1
34340456,1
22605431,1
97369933,1
19189449,1
47170555,1
111207930,1
79618885,1
35102774,1
20951326,1
64136853,1
112486307,1
46857394,1
18201097,1
122934399,1
33088538,1
30806831,1
18034656,1
78903678,1
60442757,1
89625961,1
72322200,1
15876673,1
86027008,1
112445050,1
121650797,1
81555572,1
39407898,1
71991049,1
98062493,1
78614965,1
144610713,1
69366503,1
25355459,1
18548136,1
37554920,1
57734889,1
21110385,1
30606613,1
47452660,1
105608376,1
9256422,1
46713257,1
31472329,1
86841880,1
60498048,1
115202792,1
98279719,1
90372600,1
33486173,1
48322037,1
6114252,1
5912372,1
40100424,1
64802391,1
144860845,1
17928809,1
61317377,1
66471411,1
168955290,1
52898480,1
124166058,1
49389896,1
25075734,1
112123456,1
116453448,1
102651558,1
146253422,1
115714353,1
63035968,1
40752137,1
58193947,1
18500292,1
91090201,1
16793274,1
138144435,1
84556073,1
40293596,1
53606516,1
12118002,1
68479477,1
60680445,1
9003212,1
16694199,1
20377514,1
140060136,1
16427806,1
76770185,1
94903101,1
87451227,1
129109886,1
20352647,1
42737977,1
88815699,1
45746022,1
19603971,1
122064961,1
142160349,1
24232917,1
27200156,1
104854906,1
126800258,1
131339879,1
38983055,1
88258072,1
24668807,1
112162042,1
99605795,1
104215643,1
132590778,1
107454702,1
30032005,1
93508395,1
109887885,1
128127064,1
16052196,1
100937775,1
17017610,1
22832546,1
55276059,1
34258611,1
87846336,1
58448812,1
33866833,1
84315667,1
16521652,1
27837876,1
104991327,1
95598433,1
171333503,1
144695489,1
126865028,1
79362239,1
50761796,1
49112737,1
28613452,1
83857242,1
15331740,1
117352624,1
116209759,1
77932889,1
14575853,1
116562107,1
70484676,1
85189104,1
33587508,1
51537373,1
29516343,1
136236167,1
65497626,1
101892588,1
87802244,1
37089248,1
80421975,1
69221005,1
92499916,1
15899709,1
85767433,1
51372267,1
91723269,1
23682946,1
125319489,1
78581389,1
16875383,1
64529210,1
124005100,1
54462816,1
19225408,1
60972221,1
44101656,1
19852441,1
46362811,1
130273714,1
150027504,1
92208905,1
94225238,1
81751925,1
120472543,1
35504489,1
87585125,1
23946244,1
92964993,1
43733541,1
77842719,1
22767368,1
15969199,1
77804429,1
15166188,1
98948311,1
22570208,1
47430043,1
28923942,1
74444818,1
154202700,1
14779835,1
43303705,1
57678493,1
129559772,1
101546073,1
84203312,1
113557720,1
165347417,1
155033718,1
27598405,1
82990425,1
42283890,1
84701068,1
18231705,1
21951805,1
84128530,1
82136511,1
59337803,1
77481828,1
17165167,1
146634920,1
69625876,1
54812329,1
108624341,1
62365874,1
153060024,1
37045826,1
58073403,1
162694663,1
157414184,1
16903235,1
104361797,1
36264738,1
31463650,1
114714683,1
104194565,1
37469858,1
44152548,1
50679288,1
89982079,1
85686237,1
103518305,1
60465482,1
95654960,1
28163598,1
128519306,1
12343592,1
16046141,1
95843009,1
83539424,1
28044179,1
44096394,1
43111167,1
43825112,1
58813296,1
21847215,1
61472958,1
124697432,1
14858600,1
170116416,1
13792942,1
141008688,1
95143281,1
99241895,1
34730477,1
135693278,1
18623776,1
57109772,1
21202193,1
69927758,1
76417209,1
118317117,1
25033897,1
94072399,1
30747766,1
64465737,1
121676973,1
14940268,1
161505614,1
24365037,1
94332608,1
101774101,1
19353848,1
140196403,1
71244492,1
83447116,1
21759679,1
136172573,1
24815565,1
23933854,1
47205923,1
132794981,1
51997727,1
44623350,1
58773667,1
106735481,1
37412347,1
53558007,1
16487660,1
30171051,1
66330957,1
38333986,1
28841026,1
111648625,1
90930605,1
109337229,1
98343411,1
22463250,1
66574816,1
140601324,1
20244904,1
84255139,1
10500072,1
16046103,1
16176445,1
145435568,1
91555308,1
15481195,1
32507760,1
30331445,1
31630054,1
16835676,1
105567618,1
92904184,1
17355016,1
86471521,1
23552563,1
169834105,1
135895359,1
166309815,1
113886124,1
85543236,1
89081659,1
15653285,1
73415271,1
118156114,1
25987714,1
113405755,1
61561267,1
101211192,1
98594627,1
163799516,1
15868980,1
52908077,1
6859412,1
74905098,1
108306039,1
39239065,1
111100068,1
62276184,1
127724428,1
42102822,1
127435871,1
112767857,1
115959056,1
18973749,1
112228615,1
104844196,1
35124683,1
149437804,1
157822097,1
92236523,1
25812399,1
72234971,1
7936262,1
14926681,1
64102888,1
164580652,1
98042584,1
99068139,1
69620967,1
87618159,1
72005983,1
144139810,1
61938171,1
37468448,1
56918274,1
110662759,1
91556211,1
21518601,1
159900954,1
33378582,1
16145206,1
76257871,1
75767082,1
82135294,1
96698354,1
101938859,1
80708338,1
165794335,1
16574521,1
47299409,1
95675741,1
104618279,1
3989301,1
16054658,1
50821216,1
54253589,1
134216911,1
5209331,1
78527486,1
102909747,1
88149644,1
112684498,1
12719822,1
45954934,1
67478384,1
60215095,1
27572218,1
54093228,1
101875145,1
12604592,1
144696598,1
76356961,1
23549825,1
82817408,1
55525697,1
40605223,1
45499012,1
106494199,1
140678449,1
45286305,1
167001804,1
46647259,1
80545246,1
22402718,1
37199648,1
139420213,1
92681460,1
23417060,1
31654322,1
82742339,1
77937158,1
52883167,1
67217215,1
48548259,1
13434712,1
151257200,1
73972244,1
85424505,1
75990971,1
50372672,1
139145195,1
58671120,1
33092054,1
155318803,1
160042783,1
91363443,1
37385159,1
35656585,1
29101171,1
58497366,1
102271659,1
96310417,1
139484031,1
95240450,1
44286155,1
100988013,1
90045568,1
37723572,1
67826573,1
166040575,1
21266346,1
80545657,1
128475460,1
158663902,1
76695330,1
95844755,1
78817424,1
114878121,1
73743183,1
86818983,1
91072500,1
128798931,1
22393316,1
17770152,1
14802959,1
86558508,1
136472889,1
76394334,1
52795298,1
28805175,1
64645550,1
141553958,1
92309774,1
43924952,1
44374690,1
111767650,1
86804683,1
41200725,1
104494475,1
35451198,1
25631301,1
100082754,1
87054987,1
78830804,1
14313638,1
103717680,1
52416102,1
23401718,1
116418280,1
140334087,1
124447327,1
75764288,1
38062339,1
135193690,1
28978744,1
19828950,1
18787361,1
29358534,1
28254837,1
39027227,1
14364397,1
159883108,1
82878454,1
60131730,1
66211055,1
106001277,1
93484670,1
136990734,1
31189043,1
26205699,1
65404297,1
82339332,1
105747592,1
22428125,1
17749179,1
100882859,1
30537862,1
113880499,1
24510957,1
62508273,1
105956284,1
39662216,1
84774484,1
24632416,1
56700661,1
65832553,1
75404382,1
72290368,1
51347907,1
19566072,1
26802587,1
77069650,1
53846216,1
91909378,1
19867432,1
72369190,1
26096265,1
79214158,1
100436746,1
151216713,1
76112628,1
17061441,1
77938464,1
23458896,1
136396621,1
15501840,1
76412611,1
37032875,1
40905934,1
146859161,1
71476761,1
129478315,1
26493854,1
43266620,1
82507977,1
16238592,1
83336476,1
92010788,1
132696778,1
141370447,1
57217816,1
18550796,1
145325389,1
81646817,1
60638062,1
47850176,1
140292739,1
42398294,1
159548777,1
89547162,1
54259582,1
55816213,1
100947054,1
116012945,1
159902123,1
41402271,1
125069616,1
71948412,1
15748992,1
16790456,1
26260067,1
16440729,1
17306763,1
37221838,1
66905905,1
42011753,1
27793119,1
80991874,1
60696195,1
21505118,1
51716884,1
86066556,1
58521879,1
41166408,1
109737947,1
74897154,1
28119357,1
2884771,1
105192595,1
77362155,1
40944884,1
27637084,1
76163340,1
123889590,1
64423349,1
32332646,1
131981631,1
61696560,1
92522405,1
27881561,1
50584559,1
108008036,1
45245550,1
118970949,1
168823253,1
28738407,1
4886711,1
83382387,1
110946127,1
67500929,1
80775268,1
29057049,1
102020875,1
38300064,1
75710943,1
84022169,1
52160072,1
165416556,1
158493242,1
45291178,1
58699941,1
95387440,1
25090753,1
59365878,1
72862932,1
62865923,1
77843760,1
59526422,1
143750781,1
46796302,1
107339221,1
155245169,1
66202950,1
52710212,1
119951204,1
134551409,1
82889849,1
144424607,1
66254334,1
20866855,1
77907650,1
98901626,1
56051208,1
92163165,1
14298191,1
47310637,1
18793954,1
20294291,1
58846008,1
9578362,1
117169234,1
109224489,1
148834716,1
62351779,1
33902457,1
29612816,1
30302926,1
21171385,1
63123745,1
34426844,1
79493014,1
36535752,1
26050803,1
25989291,1
75537456,1
17039370,1
59162340,1
21769769,1
38676453,1
128695937,1
17597303,1
143131580,1
99874412,1
23385405,1
110936020,1
18800493,1
149200356,1
126095618,1
41505522,1
27812002,1
47444914,1
125922245,1
52260186,1
43147107,1
89719340,1
95113057,1
96335276,1
37451196,1
107709021,1
20025673,1
78757217,1
104852400,1
25919004,1
54423990,1
134902986,1
100059744,1
50266942,1
84274510,1
27983139,1
22441365,1
19004419,1
136921148,1
13203082,1
73552639,1
1463931,1
113786420,1
85746252,1
78815561,1
16076678,1
97233280,1
128510248,1
71922550,1
76647514,1
58697141,1
44582010,1
128030727,1
18627038,1
17582597,1
100231271,1
28655816,1
80567665,1
33882224,1
30178004,1
165685054,1
105735109,1
88599134,1
12757982,1
101230316,1
48038449,1
151184582,1
33249831,1
42732389,1
51629323,1
14169174,1
32529736,1
139571267,1
77098006,1
119638238,1
110614859,1
24714519,1
47409283,1
98616676,1
17352586,1
72787771,1
98573033,1
105274104,1
92030863,1
65740628,1
75358436,1
152724464,1
88841549,1
75625760,1
7022422,1
51728090,1
47673051,1
94343308,1
25637331,1
48689504,1
83429349,1
61151599,1
89647077,1
54964925,1
26106696,1
149835159,1
100233721,1
78933181,1
71629167,1
99898621,1
101668011,1
20902757,1
42259280,1
136526508,1
66287190,1
97205924,1
13225732,1
88401274,1
147960628,1
52837663,1
92711055,1
19877000,1
144695946,1
40828001,1
60078950,1
52930771,1
20326511,1
30397776,1
56794238,1
10459482,1
18634424,1
32196856,1
19614615,1
83602773,1
91933589,1
83666189,1
76932446,1
113780711,1
128197086,1
157537189,1
51770633,1
82170182,1
68233831,1
98977701,1
20164640,1
58741542,1
51654637,1
53512145,1
91915648,1
84913808,1
144075275,1
59949474,1
136047437,1
17119883,1
41545182,1
72584457,1
23304409,1
130902889,1
63251105,1
129743345,1
50545178,1
25795105,1
101198296,1
55214897,1
85778598,1
105619564,1
50728264,1
67994780,1
74995855,1
38330772,1
14889912,1
26755296,1
28672075,1
12839532,1
61078034,1
9583582,1
112483292,1
24533623,1
81186198,1
71826708,1
111220048,1
74207521,1
105422369,1
19768182,1
73253270,1
91548369,1
80017129,1
104552531,1
77874371,1
988491,1
65029432,1
14257808,1
100820199,1
21586069,1
44937591,1
25495605,1
84690493,1
99076762,1
19418508,1
90910749,1
24158775,1
18234520,1
90285821,1
90082946,1
26278762,1
20494303,1
83994642,1
47041918,1
91004156,1
48871468,1
40821024,1
155368283,1
83598273,1
84770212,1
44414829,1
54715487,1
121561826,1
98649219,1
75375354,1
6394912,1
128843745,1
52828445,1
129490174,1
79554402,1
131633061,1
100985605,1
113740385,1
48638065,1
135243034,1
162559309,1
100924249,1
18087890,1
102759728,1
16657064,1
105092213,1
134588463,1
107223529,1
41344470,1
20491665,1
21108735,1
20017031,1
16645142,1
69912454,1
118315571,1
161747660,1
28631926,1
20292510,1
128264018,1
55251239,1
83942140,1
84525730,1
134392339,1
119082909,1
57929718,1
52969693,1
68429739,1
100221906,1
135651766,1
60898847,1
101856303,1
115240147,1
59510633,1
45618772,1
50842992,1
30078856,1
66859261,1
86835893,1
91009995,1
66353738,1
85109693,1
49779365,1
158728757,1
89020183,1
49176492,1
156704488,1
21625809,1
164189576,1
52974257,1
39761979,1
127903284,1
74860864,1
87621568,1
27771693,1
132762059,1
128383148,1
30273915,1
34225958,1
60427691,1
16104623,1
49628557,1
16361093,1
131437135,1
71820955,1
40414273,1
15964092,1
94151445,1
160522486,1
66178975,1
84418398,1
103496506,1
24360082,1
91158371,1
49196182,1
140173419,1
17077054,1
20371912,1
50503051,1
87702899,1
68716626,1
115961424,1
2889981,1
40752316,1
29942751,1
32275888,1
40085989,1
53753466,1
111095786,1
17783867,1
5610822,1
130769545,1
90090961,1
57946564,1
88594166,1
90030529,1
155901324,1
98711806,1
36989717,1
55352306,1
12085042,1
70819954,1
45799251,1
153011828,1
59831200,1
15280950,1
91301747,1
100225645,1
89124185,1
94352634,1
21717545,1
78824008,1
106775954,1
59981192,1
50628516,1
52347921,1
66176731,1
23299684,1
110841151,1
82972064,1
21895068,1
9231442,1
18300658,1
150450010,1
31283106,1
74467072,1
173615505,1
36608544,1
117231239,1
123025282,1
104032249,1
90219321,1
110049762,1
59354916,1
14785985,1
33481712,1
39783216,1
107106013,1
58307468,1
84786027,1
65564752,1
107334712,1
16100578,1
794785,1
63555607,1
134399747,1
31322947,1
101752470,1
145136169,1
48254300,1
146673437,1
26290434,1
102613011,1
34410189,1
60120057,1
9237672,1
39119289,1
74684810,1
111853801,1
56268441,1
71569325,1
55216308,1
144637571,1
19043536,1
13626352,1
43971703,1
116967049,1
102580052,1
76147709,1
14800126,1
15789733,1
82451900,1
40007208,1
92830705,1
32719777,1
136655350,1
156359700,1
104512558,1
40879767,1
137675624,1
104523232,1
18582213,1
49091537,1
92505928,1
15862641,1
14373091,1
15222519,1
49161804,1
54103635,1
74235617,1
108972719,1
24763021,1
113474113,1
19655517,1
60317727,1
93978197,1
130692447,1
64200181,1
63785550,1
40782313,1
14587738,1
51141681,1
26257780,1
10627852,1
16538850,1
39663025,1
19937197,1
115593576,1
18658460,1
110125180,1
110003230,1
19480741,1
39803935,1
67330589,1
763068,1
127714337,1
54420792,1
118519512,1
72003932,1
38030852,1
137586392,1
41674867,1
81361888,1
125328309,1
22645844,1
29846155,1
37529438,1
106554941,1
139470116,1
131878861,1
49815165,1
24193930,1
106854467,1
18869830,1
62414450,1
39642893,1
90393562,1
83400897,1
160063701,1
65667085,1
143886943,1
30343740,1
73853501,1
85513422,1
52911058,1
111254848,1
131139057,1
101502715,1
29930893,1
141901961,1
74601890,1
109939498,1
45503968,1
118526287,1
49413140,1
21812549,1
31434525,1
72253033,1
22118295,1
111557551,1
34208557,1
88901110,1
156644249,1
43511204,1
108535657,1
27814298,1
93825064,1
82001105,1
82780090,1
12317562,1
49783633,1
92319165,1
117629177,1
89456112,1
62535985,1
74924094,1
49952325,1
107998655,1
29463928,1
77681485,1
38450337,1
19637284,1
44662899,1
59393714,1
16633274,1
62643584,1
23706091,1
18376807,1
54627607,1
75210851,1
164601486,1
13372592,1
85634002,1
43565283,1
155092528,1
44490264,1
61509904,1
34931360,1
106428585,1
99922922,1
67311469,1
15484172,1
85658351,1
43061717,1
58227280,1
71637518,1
95207041,1
82348962,1
18206009,1
88111650,1
157128392,1
154788965,1
135699419,1
35629686,1
89703248,1
97431636,1
14368027,1
123377943,1
3789291,1
15340934,1
59051000,1
119872941,1
86686371,1
19487375,1
58127119,1
106628990,1
16552198,1
20746481,1
85984663,1
116419291,1
45143861,1
89904317,1
46507250,1
9057432,1
50556973,1
65590374,1
140323973,1
57803614,1
22287718,1
63401975,1
17019460,1
113262248,1
129863191,1
33848404,1
59863193,1
14025402,1
89986003,1
168355760,1
161441405,1
92444273,1
69286559,1
123905173,1
76918799,1
30769213,1
137904950,1
16142281,1
111312460,1
88860176,1
24460891,1
100220329,1
30383103,1
49761035,1
123828932,1
101992666,1
37841434,1
60916408,1
72934502,1
160792003,1
65793418,1
74153376,1
25716367,1
39026148,1
150032820,1
71692373,1
95240505,1
46916811,1
81534931,1
111364406,1
47342654,1
41050631,1
119646095,1
111140995,1
47528434,1
45310140,1
37865634,1
102903004,1
36134598,1
32971321,1
147293703,1
124569610,1
121179384,1
25915746,1
11440422,1
66188053,1
69004651,1
29221484,1
69979249,1
18039861,1
112328275,1
47262101,1
133567045,1
89343054,1
119147153,1
115907167,1
71282904,1
56443916,1
28075706,1
94417635,1
135501399,1
60542911,1
37196774,1
14024532,1
75057311,1
118639339,1
28796952,1
60238917,1
100111040,1
20697857,1
30950495,1
155533761,1
152026106,1
49317134,1
81926551,1
151664866,1
19755128,1
83050569,1
146274659,1
32758758,1
69953343,1
18115787,1
47027536,1
40567888,1
43994030,1
31160952,1
75813929,1
140060553,1
99023319,1
132144897,1
151219906,1
20022226,1
62568455,1
67823816,1
43627863,1
75626305,1
16683419,1
58502498,1
21939734,1
77703400,1
110435250,1
100789445,1
31458173,1
32414298,1
59646947,1
38963899,1
92260501,1
139641538,1
61736609,1
65478756,1
15720493,1
39053355,1
47350082,1
15502486,1
45107900,1
31118195,1
16632063,1
165932826,1
64574086,1
18672010,1
34796617,1
24248030,1
85628825,1
42014165,1
141010602,1
75675003,1
55303431,1
30993799,1
23565093,1
74926698,1
134742182,1
109427163,1
108742071,1
63493307,1
99022935,1
80709476,1
83894511,1
112969771,1
136201765,1
92876067,1
29351679,1
104178290,1
15830899,1
34803205,1
62889270,1
106639500,1
112020548,1
74891546,1
93497273,1
159331592,1
24016369,1
163260452,1
56909319,1
15275022,1
34544594,1
44508126,1
49217049,1
20872762,1
35771318,1
86602344,1
128522378,1
20881939,1
82843684,1
28770282,1
43126091,1
36204276,1
158161503,1
12473732,1
23137786,1
30135484,1
156446183,1
7159492,1
63915528,1
78861460,1
135266533,1
91202103,1
76823445,1
42777119,1
127484352,1
17973137,1
19674860,1
139500182,1
57589770,1
96116313,1
69316122,1
140058307,1
97875361,1
18947216,1
82192011,1
59923244,1
18437575,1
25174183,1
21026988,1
44848189,1
83719014,1
32341816,1
110470223,1
17601391,1
68128293,1
82059362,1
76976183,1
94480069,1
16346973,1
66858956,1
38619535,1
105164244,1
88878000,1
120230172,1
94067591,1
37922956,1
21244287,1
49207425,1
30117125,1
78851688,1
110591351,1
63360909,1
9527012,1
47298394,1
5653012,1
27895583,1
14496481,1
83747702,1
160218097,1
72696444,1
73229232,1
19375211,1
50579650,1
143248058,1
34733643,1
59013870,1
57608714,1
60456535,1
81384418,1
96595052,1
74491514,1
61371501,1
14180279,1
54254748,1
41381968,1
37915597,1
38032306,1
67648949,1
24549864,1
146028285,1
158582249,1
119949795,1
104236159,1
67570086,1
20079476,1
54962515,1
79345598,1
110854390,1
47852935,1
150011602,1
83446991,1
160955894,1
55578765,1
18464242,1
2986671,1
33905606,1
16253109,1
144695529,1
32368290,1
76622774,1
83359440,1
80633222,1
44106429,1
61935497,1
140009682,1
109399581,1
73891350,1
123470254,1
19799548,1
76419904,1
84555831,1
53533228,1
161132824,1
47119727,1
71027616,1
56796390,1
124623933,1
72069534,1
118065669,1
115690698,1
77829092,1
24575664,1
79987868,1
81648642,1
91742189,1
90319722,1
101048101,1
142839820,1
101399683,1
19163936,1
139608063,1
124559663,1
116573114,1
59657502,1
24539999,1
30338198,1
26154557,1
21557770,1
5609382,1
90277521,1
18154482,1
65849362,1
151376136,1
80424808,1
104415235,1
33346621,1
68952817,1
34241921,1
152242885,1
101652819,1
92424507,1
139423918,1
22749228,1
86614010,1
89022461,1
149695358,1
90078142,1
35428399,1
24598723,1
39410988,1
15286422,1
103949612,1
118716130,1
53976933,1
43332189,1
139549776,1
29591871,1
83681836,1
141517751,1
41148223,1
102537047,1
19989939,1
66123362,1
145380725,1
69924803,1
116565314,1
73687344,1
40064064,1
173689033,1
72912264,1
28574947,1
88388829,1
22891718,1
104608144,1
60511193,1
16535211,1
105117456,1
75396266,1
55921517,1
104195181,1
21187889,1
18914991,1
78073551,1
134596358,1
102470436,1
170267296,1
31250494,1
82058648,1
104164786,1
162631031,1
111634852,1
116270854,1
25456745,1
90524511,1
44591329,1
84165878,1
32563011,1
80969865,1
159727129,1
15788693,1
72865112,1
79281031,1
100830241,1
132574428,1
49011843,1
93071458,1
101117619,1
164398736,1
14080704,1
145600702,1
126744101,1
16449251,1
109167940,1
28018653,1
22504992,1
74690353,1
129759564,1
55430676,1
37758023,1
32785024,1
90362544,1
34103858,1
171973468,1
45961610,1
101286121,1
35848162,1
14763855,1
18250829,1
57090683,1
72107074,1
164063605,1
86939988,1
101873021,1
6690662,1
71981816,1
118526195,1
109218479,1
25620569,1
19036637,1
63506487,1
39370849,1
45878587,1
90220688,1
140563179,1
161115576,1
18424561,1
120108338,1
21864665,1
45959005,1
31402484,1
37626740,1
14686025,1
74101977,1
46886925,1
79914880,1
83497410,1
121646083,1
53774386,1
35244828,1
86366589,1
14366956,1
121134427,1
75083221,1
74729795,1
102861551,1
22671880,1
19916976,1
17266318,1
93003893,1
42036917,1
76583691,1
48940891,1
17127601,1
19916486,1
118119664,1
164220042,1
17206096,1
11486902,1
9014352,1
45202169,1
100910119,1
61778136,1
142763945,1
31428612,1
18018134,1
93402679,1
46733662,1
95494588,1
83712570,1
113853004,1
110364389,1
39441954,1
105689109,1
116573057,1
62741098,1
142152504,1
16154421,1
5023711,1
25054324,1
18744189,1
26594181,1
104935575,1
115818024,1
144831523,1
103661712,1
74972814,1
16599086,1
62450252,1
26972672,1
34918178,1
63022000,1
20672657,1
48654651,1
50119652,1
77584379,1
91015168,1
75200707,1
118519698,1
105732522,1
100881607,1
70992914,1
21091297,1
28111341,1
28729797,1
102108624,1
113469028,1
24492222,1
14491839,1
75303647,1
22173724,1
131259080,1
81420646,1
47401143,1
45082357,1
29578815,1
121711854,1
96533993,1
14155497,1
15441609,1
19829623,1
35785650,1
107658995,1
45709656,1
63278854,1
73475948,1
110708185,1
37165437,1
74009427,1
26693461,1
84088268,1
79440062,1
86304986,1
136015028,1
56118379,1
90431946,1
105756483,1
113093460,1
112598034,1
104399647,1
16042788,1
123969526,1
17764601,1
116066749,1
14164435,1
130992017,1
5389302,1
76809334,1
79193396,1
121835277,1
118949596,1
79197281,1
138314023,1
132095145,1
114619936,1
39243177,1
14440083,1
63432501,1
74570946,1
37211461,1
130437898,1
110492204,1
14683755,1
85756943,1
83777311,1
15470773,1
16518590,1
69210801,1
65558520,1
66211091,1
25928221,1
37654870,1
35815730,1
74119229,1
53423158,1
67568424,1
72919847,1
50452160,1
30295777,1
73505344,1
75672289,1
116896846,1
133770381,1
110370439,1
62769866,1
35779553,1
42146239,1
95731450,1
28235771,1
143031897,1
116998701,1
21820968,1
20857133,1
19170139,1
132577012,1
23129207,1
158685440,1
19929134,1
76139291,1
153308316,1
78859632,1
19212976,1
80319880,1
96850286,1
119914423,1
62521827,1
43594096,1
106744050,1
161725937,1
107169506,1
138032587,1
31491245,1
71329773,1
91000810,1
116565462,1
39648380,1
61967033,1
53901706,1
61104704,1
51180703,1
71752666,1
49260536,1
72082300,1
56708596,1
37236997,1
44470463,1
73204779,1
14366357,1
51518995,1
65083016,1
92178515,1
126656016,1
103059161,1
51476059,1
56413133,1
22738950,1
117594050,1
120754163,1
86401028,1
132295214,1
106362410,1
161462033,1
87628489,1
102899946,1
101029356,1
25427216,1
107634841,1
75113997,1
44305810,1
88114641,1
48739748,1
14492938,1
30554768,1
3720101,1
19160810,1
43770695,1
72750625,1
112490713,1
85642282,1
18314944,1
23269431,1
70107090,1
135348838,1
106414670,1
118006581,1
89897817,1
21373407,1
22209783,1
17355787,1
114634928,1
131866533,1
128860382,1
15202752,1
26955957,1
155261899,1
98562747,1
26153164,1
22005300,1
90063466,1
100802649,1
90540845,1
89186829,1
85212302,1
22103633,1
56366184,1
81579081,1
132997389,1
81169015,1
40198656,1
34370694,1
53293787,1
60799396,1
95840619,1
18951658,1
118513287,1
159943849,1
82877686,1
25719606,1
14546963,1
9460032,1
39574645,1
55334516,1
50941273,1
45464870,1
85230729,1
86271656,1
93914525,1
14903556,1
111984610,1
11305742,1
24017034,1
14920301,1
100984198,1
83416889,1
3374861,1
50929903,1
29296775,1
87272276,1
39804759,1
73088684,1
59851175,1
73574871,1
167005868,1
131172340,1
65549516,1
61976400,1
79203723,1
95524822,1
19804797,1
54040001,1
36414298,1
17172103,1
139870807,1
38937738,1
121410229,1
14072992,1
